"geo_id","dist_to_nearest_ballot_box_km","block_group_name","total_voting_age_pop","num_voted"
"1500000US530090013003","3.66128996075793","Block Group 3, Census Tract 13, Clallam County, Washington","1269","786"
"1500000US530090014001","9.2459220811409","Block Group 1, Census Tract 14, Clallam County, Washington","1007","718"
"1500000US530090014002","9.9327237353534","Block Group 2, Census Tract 14, Clallam County, Washington","1762","1372"
"1500000US530090014003","6.15854528782161","Block Group 3, Census Tract 14, Clallam County, Washington","1460","1104"
"1500000US530090015001","5.06909593958212","Block Group 1, Census Tract 15, Clallam County, Washington","965","734"
"1500000US530090015002","8.02781973526766","Block Group 2, Census Tract 15, Clallam County, Washington","822","564"
"1500000US530090016001","4.40086433521555","Block Group 1, Census Tract 16, Clallam County, Washington","1185","910"
"1500000US530090016002","6.54294998655887","Block Group 2, Census Tract 16, Clallam County, Washington","865","646"
"1500000US530090016003","6.85784535536398","Block Group 3, Census Tract 16, Clallam County, Washington","964","718"
"1500000US530090017011","0.81733200818894","Block Group 1, Census Tract 17.01, Clallam County, Washington","1135","705"
"1500000US530090017012","2.27175719191099","Block Group 2, Census Tract 17.01, Clallam County, Washington","659","458"
"1500000US530090017021","4.72205800089388","Block Group 1, Census Tract 17.02, Clallam County, Washington","1315","934"
"1500000US530090017022","6.92723530650852","Block Group 2, Census Tract 17.02, Clallam County, Washington","1262","964"
"1500000US530090018001","1.44535137633509","Block Group 1, Census Tract 18, Clallam County, Washington","806","511"
"1500000US530090018002","2.86113902819922","Block Group 2, Census Tract 18, Clallam County, Washington","906","592"
"1500000US530090018003","5.64707760326745","Block Group 3, Census Tract 18, Clallam County, Washington","1135","792"
